StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q3,Q4,Q5,Q6,Q7,Q10,Q12,Q14,Q16,Q18,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q35,Q36,Q37,Q39,Q40,Q40 - Topics
2019-03-19 08:30:37,2019-03-19 14:54:15,IP Address,*******,100,23017,True,2019-03-19 14:54:16,R_2S3q8HXZtVZzeMn,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,1,3,5,2,2,4,6,3,3,2,1,3,3,3,3,2,4,5,3,3,2,4,4,5,No,,
2019-03-19 14:51:08,2019-03-19 14:56:47,IP Address,*******,100,338,True,2019-03-19 14:56:47,R_1ie4aIWHHJzHhX7,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,2,1,5,2,1,1,2,5,2,1,1,5,1,7,6,4,5,1,6,7,1,1,No,,
2019-03-19 15:05:12,2019-03-19 15:13:50,IP Address,*******,100,518,True,2019-03-19 15:13:51,R_4YZDPcdbRnogIEx,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,6,1,5,7,3,3,2,5,3,2,1,6,7,2,7,4,3,5,5,3,3,6,2,No,,
2019-03-19 15:11:24,2019-03-19 15:15:48,IP Address,*******,100,264,True,2019-03-19 15:15:49,R_eP44wT0iyCb1CXn,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,3,4,2,2,5,1,4,2,2,3,3,2,2,2,2,4,1,2,2,1,2,2,1,1,No,,
2019-03-19 14:53:38,2019-03-19 15:16:50,IP Address,*******,100,1392,True,2019-03-19 15:16:51,R_1Ih1OKCsx4Uq6K7,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,2,4,1,6,6,3,1,2,5,6,2,4,6,5,1,6,5,4,3,5,2,3,4,4,Yes,https://m.facebook.com/mara.harwin?tsid=0.306487510712832&source=result,Unknown
2019-03-19 15:16:55,2019-03-19 15:23:44,IP Address,*******,100,408,True,2019-03-19 15:23:45,R_3Mm7ByY3BmlrL4A,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,7,3,3,6,1,1,1,2,5,1,2,1,5,1,7,5,5,5,7,5,5,2,1,No,,
2019-03-19 15:14:34,2019-03-19 15:28:44,IP Address,*******,100,849,True,2019-03-19 15:28:45,R_yqhMS4maSLG1IHf,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,3,4,6,1,2,1,6,6,1,4,5,6,1,4,4,4,4,1,7,4,,1,Yes,https://www.facebook.com/slumdawg.millieonaire,Unknown
2019-03-19 15:42:50,2019-03-19 15:48:39,IP Address,*******,100,348,True,2019-03-19 15:48:40,R_pbZpPRX08pcCYJr,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,5,1,3,6,3,3,1,3,3,2,3,5,4,1,6,5,2,4,3,5,5,3,2,No,,
2019-03-19 14:34:16,2019-03-19 15:56:41,IP Address,*******,100,4945,True,2019-03-19 15:56:42,R_3D0Zaoc3WhglNBb,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,2,1,4,3,1,3,2,2,3,1,2,5,4,1,7,7,1,1,1,4,4,1,1,Yes,https://www.facebook.com/jack.wolfgramm.9,Unknown
2019-03-19 15:57:34,2019-03-19 16:16:17,IP Address,*******,100,1122,True,2019-03-19 16:16:17,R_3nv1w5ooZ8hFXgV,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,4,2,3,4,2,2,3,5,5,2,2,4,5,3,7,5,5,5,2,6,6,2,3,No,,
2019-03-19 16:05:37,2019-03-19 16:18:06,IP Address,*******,100,748,True,2019-03-19 16:18:07,R_puzts7jVSuE3MJj,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,1,5,5,3,3,3,6,5,4,3,5,5,1,3,2,3,3,3,5,3,5,5,Yes,,
2019-03-19 16:09:19,2019-03-19 16:24:42,IP Address,*******,100,922,True,2019-03-19 16:24:42,R_2xWrnFG6COuoeQn,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,4,1,1,2,6,2,2,2,6,4,1,2,1,2,1,7,5,3,4,1,3,5,1,3,No,,
2019-03-19 13:42:20,2019-03-19 16:31:18,IP Address,*******,100,10138,True,2019-03-19 16:31:19,R_3r0pFO6jibPWAwg,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,4,4,5,5,3,2,2,4,6,4,4,4,5,3,6,7,4,5,4,4,5,4,4,No,,
2019-03-19 16:27:48,2019-03-19 16:36:15,IP Address,*******,100,506,True,2019-03-19 16:36:15,R_2QhNEFGaHuKRneC,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,2,1,2,5,1,2,1,4,3,1,2,4,5,1,6,5,5,5,3,5,3,2,3,No,,
2019-03-19 13:30:17,2019-03-19 16:54:58,IP Address,*******,100,12280,True,2019-03-19 16:54:58,R_Zgzd238m7of6uqt,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,5,1,1,5,5,1,3,2,2,4,1,2,2,4,2,6,7,4,5,2,4,2,1,2,No,,
2019-03-19 08:38:50,2019-03-19 17:04:25,IP Address,*******,100,30335,True,2019-03-19 17:04:26,R_33DQJIPBsAnsc2I,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,3,7,7,3,3,7,7,7,7,4,7,6,7,4,7,4,2,7,4,3,4,6,7,4,No,,
2019-03-19 10:01:45,2019-03-19 17:19:21,IP Address,*******,100,26255,True,2019-03-19 17:19:21,R_V1F20a3XBfSgidP,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,2,3,1,2,1,2,3,2,1,4,4,1,4,1,1,2,2,5,2,1,3,No,,
2019-03-19 17:13:25,2019-03-19 17:25:38,IP Address,*******,100,732,True,2019-03-19 17:25:39,R_0HA93FWyQdA28YF,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,1,6,5,3,2,3,3,6,2,2,3,5,2,6,7,3,5,5,5,6,,4,Yes,https://m.facebook.com/samuel.oh.330,Unknown
2019-03-19 14:57:01,2019-03-19 17:31:41,IP Address,*******,100,9279,True,2019-03-19 17:31:41,R_6PhphOedO7JQJCF,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,5,5,7,3,1,2,2,3,7,5,2,6,6,2,7,7,3,7,6,6,6,2,2,Yes,https://www.facebook.com/maganha38,Unknown
2019-03-19 17:24:21,2019-03-19 17:31:45,IP Address,*******,100,444,True,2019-03-19 17:31:46,R_1oGV7YiKNGH1qJn,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,2,2,1,1,1,5,2,2,3,5,7,1,3,4,1,3,3,2,2,1,1,No,,
2019-03-19 17:26:20,2019-03-19 17:34:01,IP Address,*******,100,461,True,2019-03-19 17:34:02,R_51NDz4e6yY2WTKh,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,2,1,2,3,1,3,1,2,4,1,1,2,4,1,7,7,1,3,3,6,6,4,5,No,,
2019-03-19 17:41:10,2019-03-19 17:42:13,IP Address,*******,100,63,True,2019-03-19 17:42:14,R_27JO4M0AKAYSOFL,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,2,7,7,7,2,7,7,7,3,7,3,7,1,7,7,2,7,6,1,2,7,7,Yes,,
2019-03-19 14:56:02,2019-03-19 17:48:34,IP Address,*******,100,10352,True,2019-03-19 17:48:34,R_1CmacsuTNNbQLuY,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,7,1,1,4,1,1,1,4,7,1,1,4,7,1,1,1,1,1,1,1,1,1,1,Yes,https://www.facebook.com/sarah.eagan.54,Unknown
2019-03-19 12:17:37,2019-03-19 17:50:32,IP Address,*******,100,19974,True,2019-03-19 17:50:32,R_3sunm5MYyHMtwsy,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,3,5,3,3,4,1,1,4,7,6,5,5,5,4,2,5,2,6,5,6,2,6,1,No,,
2019-03-19 17:56:28,2019-03-19 18:05:38,IP Address,*******,100,549,True,2019-03-19 18:05:38,R_2v7wCESWcjxrhCo,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,2,1,7,5,4,5,4,7,5,5,4,3,7,1,2,3,1,3,6,6,1,4,3,No,,
2019-03-19 18:13:55,2019-03-19 18:18:39,IP Address,*******,100,283,True,2019-03-19 18:18:39,R_vq9FQvQMczFUhzP,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,3,1,1,5,2,1,1,3,3,2,1,2,3,1,7,3,7,7,2,6,5,3,2,No,,
2019-03-19 18:13:29,2019-03-19 18:20:23,IP Address,*******,100,413,True,2019-03-19 18:20:24,R_12ncovkjqGZk4NL,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,1,5,1,1,1,4,6,1,2,2,6,1,7,5,1,1,1,3,4,2,,No,,
2019-03-19 16:19:51,2019-03-19 18:51:05,IP Address,*******,100,9074,True,2019-03-19 18:51:06,R_3P5f6sB0PqFTOsd,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,2,1,1,7,2,5,2,1,7,2,1,1,3,1,7,7,1,7,1,7,1,1,7,No,,
2019-03-19 19:02:30,2019-03-19 19:09:37,IP Address,*******,100,426,True,2019-03-19 19:09:37,R_1DolS75yDtRXoaK,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,1,1,3,1,1,1,1,4,1,1,2,3,3,7,5,2,3,1,3,3,1,1,No,,
2019-03-19 19:12:17,2019-03-19 19:27:57,IP Address,*******,100,940,True,2019-03-19 19:27:58,R_3JEMzfcC3bz8ZQN,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,1,1,5,1,1,1,1,6,5,2,2,6,1,7,7,7,7,1,7,7,3,,Yes,https://www.facebook.com/profile.php?id=573484349,Unknown
2019-03-19 08:18:16,2019-03-19 20:03:15,IP Address,*******,100,42299,True,2019-03-19 20:03:16,R_b8UzJU9COTavSWR,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,3,3,7,4,2,4,3,4,4,5,5,7,6,5,7,3,4,4,5,6,3,3,6,5,No,,
2019-03-19 06:58:42,2019-03-19 20:13:48,IP Address,*******,100,47706,True,2019-03-19 20:13:48,R_2Vlw5Yd8fbQH52t,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,5,6,1,5,6,3,6,4,6,5,5,2,5,6,3,7,6,6,6,1,6,5,,,No,,
2019-03-19 20:12:16,2019-03-19 20:17:30,IP Address,*******,100,314,True,2019-03-19 20:17:30,R_3fHTWGRpATfVL4C,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,4,2,1,5,1,1,1,3,5,1,1,1,3,1,7,5,1,1,1,5,1,1,1,Yes,https://www.facebook.com/tiffany.sun.75,Unknown
2019-03-19 21:21:02,2019-03-19 21:39:46,IP Address,*******,100,1124,True,2019-03-19 21:39:46,R_32MluLdP0uVNEeN,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,2,1,2,6,1,1,1,2,6,2,1,2,2,1,6,5,2,2,5,3,2,1,2,No,,
2019-03-19 22:00:39,2019-03-19 22:04:32,IP Address,*******,100,232,True,2019-03-19 22:04:32,R_2UbGWadaq9jCTMN,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,4,1,5,5,2,1,1,6,7,3,1,5,6,1,5,2,1,1,1,4,5,2,1,No,,
2019-03-19 11:00:52,2019-03-19 22:42:52,IP Address,*******,100,42119,True,2019-03-19 22:42:52,R_2PhZtNkZVwCdr2a,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,4,1,7,4,4,4,4,5,4,4,4,4,5,4,7,7,4,7,7,7,5,7,,No,,
2019-03-20 01:31:58,2019-03-20 05:28:41,IP Address,*******,100,14202,True,2019-03-20 05:28:41,R_1pGRQzgAiAQPJRd,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,1,2,2,3,6,3,3,6,2,6,7,7,1,5,7,4,4,5,5,4,5,4,No,,
2019-03-20 05:28:28,2019-03-20 05:39:52,IP Address,*******,100,683,True,2019-03-20 05:39:52,R_2493wHJw7UYvDSM,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,6,1,3,6,1,5,1,3,5,2,1,2,6,6,1,7,2,1,2,2,3,1,1,No,,
2019-03-20 07:18:24,2019-03-20 07:31:18,IP Address,*******,100,774,True,2019-03-20 07:31:19,R_Brd1ieE2PePzG6J,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,5,5,1,2,5,1,1,2,5,6,1,1,1,5,1,7,7,1,4,6,7,1,,1,No,,
2019-03-20 07:21:11,2019-03-20 07:32:11,IP Address,*******,100,659,True,2019-03-20 07:32:12,R_2YP2mMepn6NvJF5,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,2,1,5,5,2,1,2,5,4,3,2,4,2,1,6,4,4,6,4,5,5,3,3,No,,
2019-03-20 10:01:05,2019-03-20 10:06:08,IP Address,*******,100,302,True,2019-03-20 10:06:08,R_3iVw0XpQTTUy3s2,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,6,4,4,4,4,4,4,4,5,2,4,4,4,1,7,4,1,1,4,4,4,4,4,No,,
2019-03-19 15:40:06,2019-03-20 10:22:08,IP Address,*******,100,67322,True,2019-03-20 10:22:09,R_cvuJxoynNxao2k1,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,1,7,5,4,4,1,5,5,3,6,2,6,2,6,6,2,2,4,5,2,5,5,No,,
2019-03-20 10:26:22,2019-03-20 10:33:06,IP Address,*******,100,404,True,2019-03-20 10:33:07,R_1E67D0velvVIw4C,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,2,1,1,2,1,1,1,4,4,1,1,1,5,1,4,5,1,4,4,5,4,4,4,Yes,https://www.facebook.com/wabathi.ngecu.9,Unknown
2019-03-19 12:22:19,2019-03-20 11:00:30,IP Address,*******,100,81491,True,2019-03-20 11:00:30,R_3qqTidTcU615Plc,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,5,1,5,6,2,1,2,5,6,2,4,1,5,1,4,6,1,4,3,5,4,4,3,No,,
2019-03-20 11:08:40,2019-03-20 11:16:11,IP Address,*******,100,450,True,2019-03-20 11:16:11,R_1KYRctcj8yOnl1D,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,5,2,1,1,5,1,2,1,1,2,1,1,2,2,1,7,7,3,6,5,6,2,1,3,Yes,facebook.com/rodmoretti,Unknown
2019-03-20 11:15:26,2019-03-20 11:25:05,IP Address,*******,100,579,True,2019-03-20 11:25:06,R_3I6llGqygik7y0g,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,1,1,2,5,1,1,1,5,7,1,5,7,7,1,7,5,1,1,7,7,7,1,3,No,,
2019-03-20 12:13:38,2019-03-20 12:19:18,IP Address,*******,100,339,True,2019-03-20 12:19:18,R_1M0W4Xkq69UvDit,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,5,1,1,6,1,1,1,1,6,4,1,4,5,1,6,6,5,7,1,5,5,1,1,No,,
2019-03-20 12:06:44,2019-03-20 12:20:20,IP Address,*******,100,815,True,2019-03-20 12:20:20,R_1H7X1avKVhGDAIk,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,4,1,3,2,1,1,1,1,1,1,1,2,2,1,7,6,2,4,1,4,5,5,1,No,,
2019-03-20 13:31:52,2019-03-20 13:36:47,IP Address,*******,100,295,True,2019-03-20 13:36:47,R_2sZ9ZwhQJG7PP0U,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,1,4,5,1,5,1,3,5,1,3,1,3,1,7,1,1,2,1,2,2,1,1,No,,
2019-03-20 15:25:24,2019-03-20 15:27:27,IP Address,*******,100,122,True,2019-03-20 15:27:27,R_3iD683JXKjKjryi,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,5,6,2,1,1,2,2,5,5,7,6,7,7,6,6,1,1,6,5,2,1,6,2,No,,
2019-03-20 15:51:28,2019-03-20 15:56:15,IP Address,*******,100,287,True,2019-03-20 15:56:16,R_3nCcQjLbJQJY7TB,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,3,3,3,3,3,3,5,5,5,5,5,5,3,3,5,3,5,3,3,3,3,3,No,,
2019-03-20 16:59:55,2019-03-20 17:07:52,IP Address,*******,100,476,True,2019-03-20 17:07:52,R_svUj1QQ83Vp9xgl,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,1,3,1,1,1,2,2,1,1,5,3,1,7,4,3,6,5,7,6,1,1,Yes,https://www.facebook.com/andrew.brown.902604,Unknown
2019-03-19 17:03:25,2019-03-20 17:23:15,IP Address,*******,100,87589,True,2019-03-20 17:23:15,R_7aKeoxUXZDM8Adb,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,1,1,1,4,1,1,1,1,1,1,1,1,5,1,6,7,1,6,1,6,4,,1,No,,
2019-03-20 17:48:20,2019-03-20 17:54:03,IP Address,*******,100,342,True,2019-03-20 17:54:03,R_bE0cUWSmnAGFSF3,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,7,1,7,1,1,1,1,1,1,5,1,1,1,1,6,3,4,4,4,4,4,3,4,No,,
2019-03-19 08:28:19,2019-03-20 22:28:25,IP Address,*******,100,136805,True,2019-03-20 22:28:25,R_300RwWGEBxXhkDk,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,1,1,2,1,1,1,1,1,7,1,1,3,2,1,2,2,1,1,1,1,1,1,1,Yes,https://www.facebook.com/profile.php?id=100009260005546,Unknown
2019-03-20 22:47:20,2019-03-20 22:59:19,IP Address,*******,100,718,True,2019-03-20 22:59:19,R_V4MksRD8e9i3Ae5,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,2,1,2,6,2,2,1,4,1,1,1,3,2,1,7,7,1,1,1,5,1,1,1,Yes,https://www.facebook.com/hector.betanzos?ref=bookmarks,Unknown
2019-03-21 07:48:43,2019-03-21 07:57:38,IP Address,*******,100,534,True,2019-03-21 07:57:38,R_W6sSBjxBMfSCJZn,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,2,1,2,2,1,1,1,5,5,1,1,3,3,1,7,6,1,1,3,7,6,2,2,No,,
2019-03-21 09:17:57,2019-03-21 09:32:39,IP Address,*******,100,882,True,2019-03-21 09:32:40,R_1FEuI1BA0quazvr,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,4,1,5,5,2,4,4,5,5,3,2,2,6,3,6,6,5,5,2,4,3,2,2,No,,
2019-03-21 09:51:44,2019-03-21 09:56:16,IP Address,*******,100,272,True,2019-03-21 09:56:17,R_PwFTwtj7m9Mwx8d,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,2,1,1,1,1,1,4,2,1,1,1,3,2,6,3,3,3,4,3,2,1,2,No,,
2019-03-21 11:28:13,2019-03-21 11:39:38,IP Address,*******,100,685,True,2019-03-21 11:39:39,R_1myioduCHQ4hOui,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,1,7,5,1,1,1,5,6,1,1,5,4,1,7,7,1,2,1,2,2,1,1,No,,
2019-03-21 12:13:01,2019-03-21 12:23:21,IP Address,*******,100,619,True,2019-03-21 12:23:22,R_2tD8V37tVjm6KIK,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,3,1,3,3,1,1,1,3,6,2,4,4,5,2,6,5,4,5,4,5,5,4,4,No,,
2019-03-21 13:10:14,2019-03-21 13:17:43,IP Address,*******,100,448,True,2019-03-21 13:17:43,R_W673aUucnPPioRH,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,5,1,4,4,3,2,2,1,4,3,3,1,3,3,7,7,5,6,3,4,2,1,3,No,,
2019-03-21 13:46:52,2019-03-21 13:53:19,IP Address,*******,100,387,True,2019-03-21 13:53:20,R_3p9es5UIPgqIOpL,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,5,4,1,5,6,3,3,2,5,3,5,2,2,6,1,7,7,1,1,3,6,5,1,2,No,,
2019-03-19 08:27:44,2019-03-21 14:56:44,IP Address,*******,100,196139,True,2019-03-21 14:56:44,R_2qrvYyRiCytcIvY,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,2,6,7,7,2,5,5,6,4,3,6,6,5,3,7,6,3,6,3,3,4,1,7,5,Yes,,
2019-03-21 19:32:39,2019-03-21 19:48:06,IP Address,*******,100,927,True,2019-03-21 19:48:07,R_2xAl4bzpnMzkv1o,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,1,1,2,3,3,2,2,5,3,3,2,4,5,1,6,6,2,5,4,5,6,2,2,No,,
2019-03-21 20:59:57,2019-03-21 21:09:51,IP Address,*******,100,593,True,2019-03-21 21:09:52,R_26bQbRsrOb5MD7T,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,2,2,2,5,2,2,1,2,7,2,1,1,4,1,7,6,5,6,5,5,3,3,2,No,,
2019-03-22 08:40:00,2019-03-22 08:45:10,IP Address,*******,100,310,True,2019-03-22 08:45:11,R_3nfuuOikuXAOcBf,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,2,1,1,1,6,1,1,1,1,2,1,1,2,1,1,7,4,1,2,1,2,1,1,1,No,,
2019-03-19 10:20:21,2019-03-22 09:29:14,IP Address,*******,100,256133,True,2019-03-22 09:29:14,R_3HSWcsz9i8DWtvJ,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,3,1,1,6,3,1,1,7,4,1,1,1,5,1,7,4,5,7,1,2,4,1,1,Yes,https://www.facebook.com/daniel.lima.3597,Unknown
2019-03-19 07:00:37,2019-03-22 13:15:29,IP Address,*******,100,281691,True,2019-03-22 13:15:29,R_5Ae5fPEyzBx6g0x,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,1,1,2,6,2,1,1,6,2,2,1,3,6,1,1,3,1,1,2,5,7,3,,No,,
2019-03-22 13:15:36,2019-03-22 13:20:45,IP Address,*******,100,309,True,2019-03-22 13:20:46,R_1KwBuNLqO7BqaRp,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,6,1,1,5,1,1,1,3,5,1,1,1,3,1,7,7,1,3,2,4,1,1,1,No,,
2019-03-22 13:14:52,2019-03-22 13:21:27,IP Address,*******,100,394,True,2019-03-22 13:21:27,R_1dbJyw6nY7EobDf,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,3,1,3,6,3,1,1,1,4,1,1,1,1,1,2,2,1,2,1,4,3,1,4,No,,
2019-03-22 13:15:46,2019-03-22 13:21:48,IP Address,*******,100,361,True,2019-03-22 13:21:49,R_24A8RBxJJ1TIcIy,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,2,6,1,1,1,5,5,1,2,5,7,1,7,3,2,3,5,6,5,1,2,No,,
2019-03-22 13:18:17,2019-03-22 13:23:53,IP Address,*******,100,335,True,2019-03-22 13:23:53,R_3fpEKEBWAzwnJa5,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,5,1,1,1,5,2,4,3,1,5,2,2,3,4,2,7,5,2,2,5,5,5,2,1,No,,
2019-03-22 13:19:41,2019-03-22 13:24:24,IP Address,*******,100,282,True,2019-03-22 13:24:25,R_3gUCNBPO3tYhJhl,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,5,1,2,1,1,1,1,1,5,3,1,2,1,1,7,7,1,1,7,1,2,1,1,No,,
2019-03-22 13:20:17,2019-03-22 13:24:44,IP Address,*******,100,267,True,2019-03-22 13:24:45,R_3n8UsSBLVMpnsVv,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,5,2,1,2,1,1,1,2,1,2,1,2,5,1,6,4,2,5,5,3,1,1,1,No,,
2019-03-22 13:19:39,2019-03-22 13:25:48,IP Address,*******,100,368,True,2019-03-22 13:25:48,R_sNWfY0CTb8Dn1ux,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,3,1,3,2,1,1,1,2,3,3,1,2,5,1,7,1,1,1,2,4,6,1,1,No,,
2019-03-22 13:20:46,2019-03-22 13:26:33,IP Address,*******,100,347,True,2019-03-22 13:26:33,R_3LjaJ0nZsoSxMdT,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,2,1,1,5,1,1,2,4,4,2,2,3,5,1,7,3,1,1,2,5,7,1,1,No,,
2019-03-22 13:19:51,2019-03-22 13:27:07,IP Address,*******,100,436,True,2019-03-22 13:27:08,R_27pTBu89lbZUZEH,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,1,1,1,1,2,1,1,1,1,5,5,1,1,4,1,7,1,1,6,2,2,7,1,1,No,,
2019-03-22 13:20:29,2019-03-22 13:27:36,IP Address,*******,100,426,True,2019-03-22 13:27:37,R_3R87JQEYaoW6YtU,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,5,4,2,4,3,1,4,2,5,6,6,5,5,4,1,7,6,2,7,2,7,7,6,4,No,,
2019-03-22 13:23:45,2019-03-22 13:27:37,IP Address,*******,100,232,True,2019-03-22 13:27:37,R_1mLE1uTyY2yHEj1,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,5,1,7,2,4,1,1,1,1,3,2,2,3,3,1,7,2,5,5,3,3,3,3,2,No,,
2019-03-22 13:20:08,2019-03-22 13:28:01,IP Address,*******,100,472,True,2019-03-22 13:28:02,R_3JhdKQfzxnVUxUg,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,6,6,1,4,3,1,2,1,2,3,3,1,1,5,2,6,6,2,5,2,3,3,3,2,No,,
2019-03-22 13:19:58,2019-03-22 13:28:13,IP Address,*******,100,494,True,2019-03-22 13:28:13,R_2sYWBrNXiilwtIb,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,1,1,4,3,1,1,1,3,3,2,2,3,5,1,7,7,1,5,1,3,4,1,1,No,,
2019-03-22 13:21:49,2019-03-22 13:28:16,IP Address,*******,100,387,True,2019-03-22 13:28:17,R_9KWLQktjYrNodA5,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,2,1,1,2,5,1,4,2,1,2,1,1,1,2,1,3,1,1,3,2,5,6,1,1,No,,
2019-03-22 13:22:41,2019-03-22 13:28:29,IP Address,*******,100,348,True,2019-03-22 13:28:30,R_11bw7zBnZEuJBuT,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,6,1,4,5,2,5,2,3,6,3,4,5,5,2,6,3,1,5,4,5,2,2,1,No,,
2019-03-22 13:22:09,2019-03-22 13:28:40,IP Address,*******,100,391,True,2019-03-22 13:28:41,R_29h71BlPPiKjVaY,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,5,4,1,2,5,2,2,1,4,5,1,2,5,6,1,6,5,4,6,3,5,4,4,5,No,,
2019-03-22 13:22:46,2019-03-22 13:29:01,IP Address,*******,100,374,True,2019-03-22 13:29:01,R_2PqlMVuvowpzk8w,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,2,2,5,4,2,2,6,6,2,3,5,5,4,5,5,4,5,4,5,3,3,3,No,,
2019-03-22 13:21:24,2019-03-22 13:29:01,IP Address,*******,100,457,True,2019-03-22 13:29:02,R_D5ExtzZFpPj0eeR,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,4,4,1,2,5,2,3,1,6,4,2,1,1,1,1,6,4,2,2,1,2,4,2,2,No,,
2019-03-22 13:21:32,2019-03-22 13:29:02,IP Address,*******,100,449,True,2019-03-22 13:29:02,R_12h9S57dSvyLUyp,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,5,2,6,6,2,4,2,5,6,2,3,4,5,1,7,6,3,4,2,5,5,3,4,No,,
